step	accuracy
3929	1.0
3930	1.0
3931	1.0
3932	1.0
3933	1.0
3934	1.0
3935	1.0
3936	1.0
3937	1.0
3938	1.0
3939	1.0
3940	1.0
3941	1.0
3942	1.0
3943	1.0
3944	1.0
3945	1.0
3946	1.0
3947	1.0
3948	1.0
3949	1.0
3950	1.0
3951	1.0
3952	1.0
3953	1.0
3954	1.0
3955	1.0
3956	1.0
3957	1.0
3958	1.0
3959	1.0
3960	1.0
3961	1.0
3962	1.0
3963	1.0
3964	1.0
3965	1.0
3966	1.0
3967	1.0
3968	1.0
3969	1.0
3970	1.0
3971	1.0
3972	1.0
3973	1.0
3974	1.0
3975	1.0
3976	1.0
3977	1.0
3978	1.0
3979	1.0
3980	1.0
3981	1.0
3982	1.0
3983	1.0
3984	1.0
3985	1.0
3986	1.0
3987	1.0
3988	1.0
3989	1.0
3990	1.0
3991	1.0
3992	1.0
3993	1.0
3994	1.0
3995	1.0
3996	1.0
3997	1.0
3998	1.0
3999	1.0
4000	1.0
4001	1.0
4002	1.0
4003	1.0
4004	1.0
4005	1.0
4006	1.0
4007	1.0
4008	1.0
4009	1.0
4010	1.0
4011	1.0
4012	1.0
4013	1.0
4014	1.0
4015	1.0
4016	1.0
4017	1.0
4018	1.0
4019	1.0
4020	1.0
4021	1.0
4022	1.0
4023	1.0
4024	1.0
4025	1.0
4026	1.0
4027	1.0
4028	1.0
4029	1.0
4030	0.96875
4031	1.0
4032	1.0
4033	1.0
4034	1.0
4035	1.0
4036	1.0
4037	1.0
4038	1.0
4039	1.0
4040	1.0
4041	1.0
4042	1.0
4043	1.0
4044	1.0
4045	1.0
4046	1.0
4047	1.0
4048	1.0
4049	1.0
4050	1.0
4051	1.0
4052	1.0
4053	1.0
4054	1.0
4055	1.0
4056	1.0
4057	1.0
4058	1.0
4059	1.0
4060	1.0
4061	1.0
4062	1.0
4063	1.0
4064	1.0
4065	1.0
4066	1.0
4067	1.0
4068	1.0
4069	1.0
4070	1.0
4071	1.0
4072	1.0
4073	1.0
4074	1.0
4075	1.0
4076	1.0
4077	1.0
4078	1.0
4079	1.0
4080	1.0
4081	0.96875
4082	1.0
4083	1.0
4084	1.0
4085	1.0
4086	1.0
4087	1.0
4088	1.0
4089	1.0
4090	1.0
4091	1.0
4092	1.0
4093	1.0
4094	1.0
4095	1.0
4096	1.0
4097	1.0
4098	1.0
4099	1.0
4100	1.0
4101	1.0
4102	1.0
4103	1.0
4104	1.0
4105	1.0
4106	1.0
4107	1.0
4108	1.0
4109	1.0
4110	1.0
4111	1.0
4112	1.0
4113	1.0
4114	1.0
4115	1.0
4116	1.0
4117	1.0
4118	1.0
4119	1.0
4120	1.0
4121	1.0
4122	1.0
4123	1.0
4124	1.0
4125	1.0
4126	1.0
4127	1.0
4128	1.0
4129	1.0
4130	1.0
4131	1.0
4132	1.0
4133	1.0
4134	1.0
4135	1.0
4136	1.0
4137	1.0
4138	1.0
4139	1.0
4140	0.96875
4141	1.0
4142	1.0
4143	1.0
4144	1.0
4145	1.0
4146	1.0
4147	1.0
4148	1.0
4149	1.0
4150	1.0
4151	1.0
4152	1.0
4153	1.0
4154	1.0
4155	1.0
4156	1.0
4157	1.0
4158	1.0
4159	1.0
4160	1.0
4161	1.0
4162	1.0
4163	1.0
4164	1.0
4165	1.0
4166	1.0
4167	1.0
4168	1.0
4169	1.0
4170	1.0
4171	1.0
4172	1.0
4173	1.0
4174	1.0
4175	1.0
4176	1.0
4177	1.0
4178	1.0
4179	1.0
4180	1.0
4181	1.0
4182	1.0
4183	1.0
4184	1.0
4185	1.0
4186	1.0
4187	1.0
4188	1.0
4189	1.0
4190	1.0
4191	1.0
4192	1.0
4193	1.0
4194	1.0
4195	1.0
4196	1.0
4197	1.0
4198	1.0
4199	1.0
4200	1.0
4201	1.0
4202	1.0
4203	1.0
4204	1.0
4205	1.0
4206	1.0
4207	1.0
4208	1.0
4209	1.0
4210	1.0
4211	1.0
4212	1.0
4213	1.0
4214	1.0
4215	1.0
4216	1.0
4217	1.0
4218	1.0
4219	1.0
4220	1.0
4221	1.0
4222	1.0
4223	1.0
4224	1.0
4225	1.0
4226	1.0
4227	1.0
4228	1.0
4229	1.0
4230	1.0
4231	1.0
4232	1.0
4233	1.0
4234	1.0
4235	1.0
4236	1.0
4237	1.0
4238	0.96875
4239	1.0
4240	1.0
4241	1.0
4242	1.0
4243	1.0
4244	1.0
4245	1.0
4246	1.0
4247	1.0
4248	1.0
4249	1.0
4250	1.0
4251	1.0
4252	1.0
4253	0.96875
4254	1.0
4255	1.0
4256	1.0
4257	1.0
4258	1.0
4259	1.0
4260	1.0
4261	1.0
4262	1.0
4263	1.0
4264	1.0
4265	1.0
4266	1.0
4267	1.0
4268	1.0
4269	1.0
4270	1.0
4271	1.0
4272	1.0
4273	1.0
4274	1.0
4275	1.0
4276	1.0
4277	1.0
4278	1.0
4279	1.0
4280	1.0
4281	1.0
4282	1.0
4283	1.0
4284	1.0
4285	1.0
4286	1.0
4287	1.0
4288	1.0
4289	1.0
4290	1.0
4291	1.0
4292	1.0
4293	1.0
4294	1.0
4295	1.0
4296	1.0
4297	1.0
4298	1.0
4299	1.0
4300	1.0
4301	1.0
4302	1.0
4303	1.0
4304	1.0
4305	1.0
4306	1.0
4307	1.0
4308	1.0
4309	1.0
4310	1.0
4311	1.0
4312	1.0
4313	1.0
4314	1.0
4315	1.0
4316	1.0
4317	1.0
4318	1.0
4319	1.0
4320	1.0
4321	1.0
4322	1.0
4323	1.0
4324	1.0
4325	1.0
4326	1.0
4327	1.0
4328	1.0
4329	1.0
4330	1.0
4331	1.0
4332	1.0
4333	1.0
4334	1.0
4335	1.0
4336	1.0
4337	1.0
4338	1.0
4339	1.0
4340	1.0
4341	1.0
4342	1.0
4343	1.0
4344	1.0
4345	1.0
4346	1.0
4347	0.96875
4348	1.0
4349	1.0
4350	1.0
4351	1.0
4352	1.0
4353	1.0
4354	1.0
4355	1.0
4356	1.0
4357	1.0
4358	1.0
4359	1.0
4360	1.0
4361	1.0
4362	1.0
4363	1.0
4364	1.0
4365	1.0
4366	1.0
4367	1.0
4368	1.0
4369	1.0
4370	1.0
4371	1.0
4372	1.0
4373	1.0
4374	1.0
4375	1.0
4376	1.0
4377	1.0
4378	1.0
4379	1.0
4380	1.0
4381	1.0
4382	1.0
4383	1.0
4384	1.0
4385	1.0
4386	1.0
4387	1.0
4388	1.0
4389	1.0
4390	1.0
4391	0.8666667342185974
4392	1.0
4393	1.0
4394	1.0
4395	0.96875
4396	1.0
4397	0.96875
4398	1.0
4399	1.0
4400	1.0
4401	1.0
4402	0.96875
4403	1.0
4404	1.0
4405	0.96875
4406	0.96875
4407	1.0
4408	1.0
4409	0.9375
4410	1.0
4411	1.0
4412	1.0
4413	0.9375
4414	1.0
4415	1.0
4416	1.0
4417	1.0
4418	1.0
4419	0.9375
4420	1.0
4421	0.96875
4422	0.96875
4423	1.0
4424	1.0
4425	1.0
4426	1.0
4427	0.96875
4428	1.0
4429	1.0
4430	0.9375
4431	1.0
4432	0.96875
4433	0.9375
4434	1.0
4435	1.0
4436	1.0
4437	1.0
4438	1.0
4439	1.0
4440	0.96875
4441	1.0
4442	0.96875
4443	1.0
4444	1.0
4445	1.0
4446	1.0
4447	1.0
4448	1.0
4449	1.0
4450	1.0
4451	0.96875
4452	1.0
4453	0.96875
4454	1.0
4455	1.0
4456	1.0
4457	1.0
4458	1.0
4459	1.0
4460	1.0
4461	1.0
4462	1.0
4463	0.9333333969116211
4464	1.0
4465	0.96875
4466	1.0
4467	1.0
4468	1.0
4469	1.0
4470	0.96875
4471	0.9375
4472	1.0
4473	1.0
4474	0.96875
4475	1.0
4476	0.96875
4477	0.96875
4478	1.0
4479	0.96875
4480	1.0
4481	0.9375
4482	1.0
4483	0.96875
4484	0.96875
4485	1.0
4486	1.0
4487	1.0
4488	0.96875
4489	1.0
4490	0.96875
4491	1.0
4492	0.96875
4493	1.0
4494	1.0
4495	1.0
4496	1.0
4497	1.0
4498	0.90625
4499	1.0
4500	1.0
4501	1.0
4502	1.0
4503	1.0
4504	1.0
4505	1.0
4506	1.0
4507	1.0
4508	0.96875
4509	1.0
4510	0.96875
4511	1.0
4512	1.0
4513	1.0
4514	1.0
4515	1.0
4516	1.0
4517	1.0
4518	0.9375
4519	0.96875
4520	1.0
4521	1.0
4522	1.0
4523	1.0
4524	1.0
4525	0.96875
4526	0.96875
4527	1.0
4528	1.0
4529	0.96875
4530	1.0
4531	1.0
4532	1.0
4533	0.96875
4534	1.0
4535	1.0
4536	1.0
4537	1.0
4538	1.0
4539	0.96875
4540	1.0
4541	1.0
4542	1.0
4543	0.9375
4544	1.0
4545	1.0
4546	1.0
4547	1.0
4548	1.0
4549	1.0
4550	1.0
4551	1.0
4552	1.0
4553	1.0
4554	1.0
4555	1.0
4556	1.0
4557	1.0
4558	0.9375
4559	1.0
4560	1.0
4561	1.0
4562	1.0
4563	1.0
4564	0.96875
4565	1.0
4566	0.96875
4567	1.0
4568	0.96875
4569	1.0
4570	1.0
4571	1.0
4572	1.0
4573	1.0
4574	1.0
4575	0.96875
4576	1.0
4577	1.0
4578	1.0
4579	1.0
4580	0.96875
4581	1.0
4582	0.96875
4583	1.0
4584	1.0
4585	1.0
4586	1.0
4587	1.0
4588	1.0
4589	1.0
4590	1.0
4591	1.0
4592	1.0
4593	1.0
4594	1.0
4595	1.0
4596	1.0
4597	1.0
4598	1.0
4599	0.96875
4600	1.0
4601	1.0
4602	0.96875
4603	1.0
4604	1.0
4605	1.0
4606	1.0
4607	1.0
4608	1.0
4609	1.0
4610	1.0
4611	1.0
4612	1.0
4613	1.0
4614	1.0
4615	1.0
4616	1.0
4617	1.0
4618	1.0
4619	1.0
4620	1.0
4621	1.0
4622	1.0
4623	1.0
4624	1.0
4625	1.0
4626	1.0
4627	1.0
4628	1.0
4629	1.0
4630	1.0
4631	1.0
4632	1.0
4633	1.0
4634	1.0
4635	1.0
4636	1.0
4637	1.0
4638	1.0
4639	1.0
4640	1.0
4641	1.0
4642	1.0
4643	0.96875
4644	1.0
4645	1.0
4646	1.0
4647	1.0
4648	1.0
4649	1.0
4650	1.0
4651	1.0
4652	1.0
4653	0.96875
4654	1.0
4655	1.0
4656	1.0
4657	1.0
4658	1.0
4659	1.0
4660	0.96875
4661	1.0
4662	1.0
4663	1.0
4664	1.0
4665	1.0
4666	1.0
4667	1.0
4668	1.0
4669	1.0
4670	1.0
4671	1.0
4672	0.96875
4673	1.0
4674	0.96875
4675	1.0
4676	1.0
4677	0.96875
4678	1.0
4679	1.0
4680	1.0
4681	1.0
4682	1.0
4683	1.0
4684	1.0
4685	1.0
4686	1.0
4687	1.0
4688	1.0
4689	1.0
4690	0.96875
4691	1.0
4692	1.0
4693	1.0
4694	1.0
4695	1.0
4696	1.0
4697	1.0
4698	1.0
4699	1.0
4700	1.0
4701	1.0
4702	1.0
4703	1.0
4704	1.0
4705	1.0
4706	0.96875
4707	1.0
4708	1.0
4709	1.0
4710	1.0
4711	1.0
4712	1.0
4713	1.0
4714	1.0
4715	1.0
4716	1.0
4717	0.96875
4718	1.0
4719	1.0
4720	1.0
4721	1.0
4722	1.0
4723	1.0
4724	1.0
4725	1.0
4726	1.0
4727	1.0
4728	0.96875
4729	1.0
4730	1.0
4731	1.0
4732	1.0
4733	1.0
4734	1.0
4735	1.0
4736	1.0
4737	1.0
4738	1.0
4739	1.0
4740	1.0
4741	1.0
4742	1.0
4743	1.0
4744	1.0
4745	1.0
4746	1.0
4747	0.96875
4748	0.96875
4749	0.96875
4750	1.0
4751	1.0
4752	1.0
4753	1.0
4754	1.0
4755	1.0
4756	1.0
4757	1.0
4758	1.0
4759	1.0
4760	1.0
4761	1.0
4762	1.0
4763	1.0
4764	1.0
4765	1.0
4766	0.96875
4767	1.0
4768	1.0
4769	1.0
4770	0.96875
4771	1.0
4772	1.0
4773	1.0
4774	1.0
4775	1.0
4776	1.0
4777	1.0
4778	1.0
4779	1.0
4780	1.0
4781	1.0
4782	1.0
4783	1.0
4784	1.0
4785	1.0
4786	1.0
4787	1.0
4788	1.0
4789	1.0
4790	1.0
4791	1.0
4792	1.0
4793	1.0
4794	1.0
4795	1.0
4796	1.0
4797	1.0
4798	1.0
4799	1.0
4800	1.0
4801	1.0
4802	1.0
4803	1.0
4804	1.0
4805	1.0
4806	1.0
4807	1.0
4808	1.0
4809	1.0
4810	1.0
4811	1.0
4812	1.0
4813	1.0
4814	1.0
4815	0.96875
4816	1.0
4817	1.0
4818	1.0
4819	1.0
4820	1.0
4821	1.0
4822	1.0
4823	1.0
4824	1.0
4825	1.0
4826	1.0
4827	1.0
4828	1.0
4829	1.0
4830	1.0
4831	1.0
4832	1.0
4833	1.0
4834	1.0
4835	1.0
4836	1.0
4837	1.0
4838	1.0
4839	1.0
4840	1.0
4841	1.0
4842	1.0
4843	0.96875
4844	1.0
4845	1.0
4846	1.0
4847	1.0
4848	1.0
4849	1.0
4850	1.0
4851	1.0
4852	1.0
4853	1.0
4854	1.0
4855	1.0
4856	1.0
4857	1.0
4858	1.0
4859	1.0
4860	1.0
4861	1.0
4862	1.0
4863	1.0
4864	1.0
4865	1.0
4866	1.0
4867	1.0
4868	1.0
4869	1.0
4870	1.0
4871	1.0
4872	1.0
4873	1.0
4874	1.0
4875	1.0
4876	1.0
4877	1.0
4878	1.0
4879	1.0
4880	1.0
4881	1.0
4882	1.0
4883	1.0
4884	1.0
4885	1.0
4886	1.0
4887	1.0
4888	1.0
4889	1.0
4890	1.0
4891	1.0
4892	1.0
4893	1.0
4894	1.0
4895	1.0
4896	1.0
4897	1.0
4898	1.0
4899	1.0
4900	1.0
4901	1.0
4902	1.0
4903	1.0
4904	1.0
4905	1.0
4906	1.0
4907	1.0
4908	1.0
4909	1.0
4910	1.0
4911	1.0
4912	1.0
4913	1.0
4914	1.0
4915	1.0
4916	1.0
4917	1.0
4918	1.0
4919	1.0
4920	1.0
4921	1.0
4922	1.0
4923	1.0
4924	1.0
4925	1.0
4926	1.0
4927	1.0
4928	1.0
4929	1.0
4930	1.0
4931	1.0
4932	1.0
4933	1.0
4934	1.0
4935	1.0
4936	1.0
4937	1.0
4938	1.0
4939	1.0
4940	1.0
4941	1.0
4942	1.0
4943	1.0
4944	1.0
4945	1.0
4946	1.0
4947	1.0
4948	1.0
4949	1.0
4950	1.0
4951	1.0
4952	1.0
4953	1.0
4954	0.96875
4955	1.0
4956	1.0
4957	1.0
4958	1.0
4959	1.0
4960	1.0
4961	1.0
4962	1.0
4963	1.0
4964	1.0
4965	1.0
4966	1.0
4967	1.0
4968	1.0
4969	1.0
4970	1.0
4971	1.0
4972	1.0
4973	1.0
4974	1.0
4975	1.0
4976	1.0
4977	1.0
4978	1.0
4979	1.0
4980	1.0
4981	1.0
4982	1.0
4983	1.0
4984	1.0
4985	1.0
4986	1.0
4987	1.0
4988	1.0
4989	1.0
4990	1.0
4991	1.0
4992	1.0
4993	1.0
4994	1.0
4995	1.0
4996	1.0
4997	1.0
4998	1.0
4999	1.0
5000	1.0
5001	1.0
5002	1.0
5003	1.0
5004	1.0
5005	1.0
5006	0.96875
5007	1.0
5008	1.0
5009	1.0
5010	1.0
5011	1.0
5012	1.0
5013	1.0
5014	1.0
5015	1.0
5016	1.0
5017	1.0
5018	1.0
5019	1.0
5020	1.0
5021	1.0
5022	1.0
5023	1.0
5024	1.0
5025	1.0
5026	1.0
5027	1.0
5028	1.0
5029	1.0
5030	1.0
5031	1.0
5032	1.0
5033	1.0
5034	1.0
5035	1.0
5036	1.0
5037	1.0
5038	1.0
5039	1.0
5040	1.0
5041	1.0
5042	1.0
5043	1.0
5044	1.0
5045	1.0
5046	1.0
5047	1.0
5048	1.0
5049	1.0
5050	1.0
5051	1.0
5052	1.0
5053	1.0
5054	1.0
5055	1.0
5056	1.0
5057	1.0
5058	1.0
5059	1.0
5060	1.0
5061	1.0
5062	1.0
5063	1.0
5064	1.0
5065	1.0
5066	1.0
5067	1.0
5068	1.0
5069	1.0
5070	1.0
5071	1.0
5072	1.0
5073	0.96875
5074	1.0
5075	1.0
5076	1.0
5077	1.0
5078	1.0
5079	1.0
5080	1.0
5081	1.0
5082	1.0
5083	1.0
5084	1.0
5085	1.0
5086	1.0
5087	1.0
5088	1.0
5089	1.0
5090	1.0
5091	1.0
5092	1.0
5093	1.0
5094	1.0
5095	1.0
5096	1.0
5097	1.0
5098	1.0
5099	1.0
5100	1.0
5101	1.0
5102	1.0
5103	1.0
5104	1.0
5105	1.0
5106	1.0
5107	1.0
5108	1.0
5109	1.0
5110	1.0
5111	1.0
5112	1.0
5113	1.0
5114	1.0
5115	1.0
5116	1.0
5117	1.0
5118	1.0
5119	1.0
5120	1.0
5121	1.0
5122	1.0
5123	1.0
5124	1.0
5125	1.0
5126	1.0
5127	1.0
5128	1.0
5129	1.0
5130	1.0
5131	1.0
5132	1.0
5133	1.0
5134	1.0
5135	1.0
5136	1.0
5137	1.0
5138	1.0
5139	1.0
5140	1.0
5141	1.0
5142	0.96875
5143	1.0
5144	1.0
5145	1.0
5146	1.0
5147	1.0
5148	1.0
5149	1.0
5150	1.0
5151	1.0
5152	1.0
5153	1.0
5154	1.0
5155	1.0
5156	1.0
5157	1.0
5158	1.0
5159	1.0
5160	1.0
5161	1.0
5162	1.0
5163	1.0
5164	1.0
5165	1.0
5166	1.0
5167	1.0
5168	1.0
5169	1.0
5170	1.0
5171	1.0
5172	1.0
5173	1.0
5174	1.0
5175	1.0
5176	1.0
5177	1.0
5178	1.0
5179	1.0
5180	1.0
5181	1.0
5182	1.0
5183	1.0
5184	1.0
5185	1.0
5186	1.0
5187	1.0
5188	1.0
5189	1.0
5190	1.0
5191	1.0
5192	1.0
5193	1.0
5194	1.0
5195	1.0
5196	1.0
5197	1.0
5198	1.0
5199	1.0
5200	1.0
5201	1.0
5202	1.0
5203	1.0
5204	1.0
5205	1.0
5206	1.0
5207	1.0
5208	1.0
5209	1.0
5210	1.0
5211	1.0
5212	1.0
5213	1.0
5214	1.0
5215	1.0
5216	1.0
5217	1.0
5218	1.0
5219	0.96875
5220	1.0
5221	1.0
5222	1.0
5223	1.0
5224	1.0
5225	1.0
5226	1.0
5227	1.0
5228	1.0
5229	1.0
5230	1.0
5231	1.0
5232	1.0
5233	1.0
5234	1.0
5235	1.0
5236	1.0
5237	1.0
5238	1.0
5239	1.0
5240	1.0
5241	1.0
5242	1.0
5243	1.0
5244	1.0
5245	1.0
5246	1.0
5247	1.0
5248	1.0
5249	1.0
5250	1.0
5251	1.0
5252	1.0
5253	1.0
5254	1.0
5255	1.0
5256	1.0
5257	1.0
5258	1.0
5259	1.0
5260	1.0
5261	1.0
5262	1.0
5263	1.0
5264	1.0
5265	1.0
5266	1.0
5267	1.0
5268	1.0
5269	1.0
5270	1.0
5271	1.0
5272	1.0
5273	0.96875
5274	1.0
5275	1.0
5276	1.0
5277	1.0
5278	1.0
5279	1.0
5280	1.0
5281	1.0
5282	1.0
5283	1.0
5284	1.0
5285	1.0
5286	1.0
5287	1.0
5288	1.0
5289	1.0
5290	1.0
5291	1.0
5292	1.0
5293	1.0
5294	1.0
5295	1.0
5296	1.0
5297	1.0
5298	1.0
5299	1.0
5300	1.0
5301	1.0
5302	1.0
5303	1.0
5304	1.0
5305	1.0
5306	1.0
5307	1.0
5308	1.0
5309	1.0
5310	1.0
5311	1.0
5312	1.0
5313	1.0
5314	1.0
5315	1.0
5316	1.0
5317	1.0
5318	1.0
5319	1.0
5320	1.0
5321	1.0
5322	1.0
5323	1.0
5324	1.0
5325	1.0
5326	1.0
5327	1.0
5328	1.0
5329	1.0
5330	1.0
5331	1.0
5332	1.0
5333	1.0
5334	1.0
5335	1.0
5336	1.0
5337	1.0
5338	1.0
5339	1.0
5340	1.0
5341	1.0
5342	1.0
5343	1.0
5344	1.0
5345	1.0
5346	1.0
5347	1.0
5348	1.0
5349	1.0
5350	1.0
5351	1.0
5352	1.0
5353	0.96875
5354	1.0
5355	1.0
5356	1.0
5357	1.0
5358	1.0
5359	1.0
5360	1.0
5361	1.0
5362	1.0
5363	1.0
5364	1.0
5365	1.0
5366	1.0
5367	1.0
5368	1.0
5369	1.0
5370	1.0
5371	1.0
5372	1.0
5373	1.0
5374	1.0
5375	1.0
5376	1.0
5377	1.0
5378	1.0
5379	1.0
5380	1.0
5381	1.0
5382	1.0
5383	1.0
5384	1.0
5385	1.0
5386	1.0
5387	1.0
5388	1.0
5389	1.0
5390	1.0
5391	1.0
5392	1.0
5393	1.0
5394	1.0
5395	1.0
5396	1.0
5397	1.0
5398	1.0
5399	1.0
5400	1.0
5401	1.0
5402	1.0
5403	1.0
5404	1.0
5405	1.0
5406	1.0
5407	1.0
5408	1.0
5409	1.0
5410	0.96875
5411	1.0
5412	1.0
5413	1.0
5414	1.0
5415	1.0
5416	1.0
5417	1.0
5418	1.0
5419	1.0
5420	1.0
5421	1.0
5422	1.0
5423	1.0
5424	1.0
5425	1.0
5426	1.0
5427	1.0
5428	1.0
5429	1.0
5430	1.0
5431	1.0
5432	1.0
5433	1.0
5434	1.0
5435	1.0
5436	1.0
5437	1.0
5438	1.0
5439	1.0
5440	1.0
5441	1.0
5442	1.0
5443	1.0
5444	1.0
5445	1.0
5446	1.0
5447	1.0
5448	1.0
5449	1.0
5450	1.0
5451	1.0
5452	1.0
5453	1.0
5454	1.0
5455	1.0
5456	1.0
5457	1.0
5458	1.0
5459	1.0
5460	1.0
5461	1.0
5462	1.0
5463	1.0
5464	1.0
5465	1.0
5466	1.0
5467	1.0
5468	1.0
5469	1.0
5470	1.0
5471	1.0
5472	1.0
5473	1.0
5474	1.0
5475	1.0
5476	1.0
5477	1.0
5478	1.0
5479	1.0
5480	1.0
5481	1.0
5482	1.0
5483	1.0
5484	1.0
5485	1.0
5486	1.0
5487	1.0
5488	1.0
5489	1.0
5490	1.0
5491	1.0
5492	1.0
5493	1.0
5494	1.0
5495	1.0
5496	1.0
5497	1.0
5498	1.0
5499	1.0
5500	1.0
5501	1.0
5502	1.0
5503	1.0
5504	1.0
5505	1.0
5506	1.0
5507	1.0
5508	1.0
5509	1.0
5510	1.0
5511	1.0
5512	1.0
5513	1.0
5514	1.0
5515	1.0
5516	1.0
5517	1.0
5518	1.0
5519	1.0
5520	1.0
5521	1.0
5522	1.0
5523	1.0
5524	1.0
5525	0.96875
5526	1.0
5527	1.0
5528	1.0
5529	1.0
5530	1.0
5531	1.0
5532	1.0
5533	1.0
5534	1.0
5535	1.0
5536	1.0
5537	1.0
5538	1.0
5539	1.0
5540	1.0
5541	1.0
5542	1.0
5543	1.0
5544	1.0
5545	1.0
5546	1.0
5547	1.0
5548	1.0
5549	1.0
5550	1.0
5551	1.0
5552	1.0
5553	0.96875
5554	1.0
5555	1.0
5556	1.0
5557	1.0
5558	1.0
5559	1.0
5560	1.0
5561	1.0
5562	1.0
5563	1.0
5564	1.0
5565	1.0
5566	1.0
5567	1.0
5568	1.0
5569	1.0
5570	1.0
5571	1.0
5572	1.0
5573	1.0
5574	1.0
5575	1.0
5576	1.0
5577	1.0
5578	1.0
5579	1.0
5580	1.0
5581	1.0
5582	1.0
5583	1.0
5584	1.0
5585	1.0
5586	1.0
5587	1.0
5588	1.0
5589	1.0
5590	1.0
5591	1.0
5592	1.0
5593	1.0
5594	1.0
5595	1.0
5596	1.0
5597	1.0
5598	1.0
5599	1.0
5600	1.0
5601	1.0
5602	1.0
5603	1.0
5604	1.0
5605	1.0
5606	1.0
5607	1.0
5608	1.0
5609	1.0
5610	1.0
5611	1.0
5612	1.0
5613	1.0
5614	1.0
5615	1.0
5616	1.0
5617	1.0
5618	1.0
5619	1.0
5620	1.0
5621	1.0
5622	1.0
5623	1.0
5624	0.96875
5625	1.0
5626	1.0
5627	1.0
5628	1.0
5629	1.0
5630	1.0
5631	1.0
5632	1.0
5633	1.0
5634	1.0
5635	1.0
5636	1.0
5637	1.0
5638	1.0
5639	1.0
5640	1.0
5641	1.0
5642	1.0
5643	1.0
5644	1.0
5645	1.0
5646	1.0
5647	1.0
5648	1.0
5649	1.0
5650	1.0
5651	1.0
5652	1.0
5653	1.0
5654	1.0
5655	1.0
5656	1.0
5657	1.0
5658	1.0
5659	1.0
5660	1.0
5661	1.0
5662	1.0
5663	1.0
5664	1.0
5665	1.0
5666	1.0
5667	1.0
5668	1.0
5669	1.0
5670	1.0
5671	1.0
5672	1.0
5673	1.0
5674	1.0
5675	1.0
5676	1.0
5677	1.0
5678	1.0
5679	1.0
5680	1.0
5681	1.0
5682	1.0
5683	1.0
5684	1.0
5685	1.0
5686	1.0
5687	1.0
5688	1.0
5689	1.0
5690	1.0
5691	1.0
5692	1.0
5693	1.0
5694	1.0
5695	1.0
5696	1.0
5697	1.0
5698	1.0
5699	1.0
5700	1.0
5701	1.0
5702	1.0
5703	1.0
5704	1.0
5705	1.0
5706	1.0
5707	1.0
5708	1.0
5709	1.0
5710	1.0
5711	1.0
5712	1.0
5713	1.0
5714	1.0
5715	1.0
5716	1.0
5717	1.0
5718	0.96875
5719	1.0
5720	1.0
5721	1.0
5722	1.0
5723	1.0
5724	1.0
5725	1.0
5726	1.0
5727	1.0
5728	1.0
5729	1.0
5730	1.0
5731	1.0
5732	1.0
5733	1.0
5734	1.0
5735	1.0
5736	1.0
5737	1.0
5738	1.0
5739	1.0
5740	1.0
5741	1.0
5742	1.0
5743	1.0
5744	1.0
5745	1.0
5746	1.0
5747	1.0
5748	1.0
5749	1.0
5750	1.0
5751	1.0
5752	1.0
5753	1.0
5754	1.0
5755	1.0
5756	1.0
5757	1.0
5758	1.0
5759	1.0
5760	1.0
5761	1.0
5762	1.0
5763	1.0
5764	1.0
5765	1.0
5766	1.0
5767	1.0
5768	1.0
5769	1.0
5770	1.0
5771	1.0
5772	1.0
5773	1.0
5774	1.0
5775	0.96875
5776	1.0
5777	1.0
5778	1.0
5779	1.0
5780	1.0
5781	1.0
5782	1.0
5783	1.0
5784	1.0
5785	1.0
5786	1.0
5787	1.0
5788	1.0
5789	1.0
5790	1.0
5791	1.0
5792	1.0
5793	1.0
5794	1.0
5795	1.0
5796	1.0
5797	1.0
5798	1.0
5799	1.0
5800	1.0
5801	1.0
5802	1.0
5803	1.0
5804	1.0
5805	1.0
5806	1.0
5807	1.0
5808	1.0
5809	1.0
5810	1.0
5811	1.0
5812	1.0
5813	1.0
5814	1.0
5815	1.0
5816	1.0
5817	1.0
5818	1.0
5819	1.0
5820	1.0
5821	1.0
5822	1.0
5823	1.0
5824	1.0
5825	1.0
5826	1.0
5827	1.0
5828	1.0
5829	1.0
5830	1.0
5831	1.0
5832	1.0
5833	1.0
5834	1.0
5835	1.0
5836	1.0
5837	1.0
5838	1.0
5839	0.96875
5840	1.0
5841	1.0
5842	1.0
5843	1.0
5844	1.0
5845	1.0
5846	1.0
5847	1.0
5848	1.0
5849	1.0
5850	1.0
5851	1.0
5852	1.0
5853	1.0
5854	1.0
5855	1.0
5856	1.0
5857	1.0
5858	1.0
5859	1.0
5860	1.0
5861	1.0
5862	1.0
5863	1.0
5864	1.0
5865	1.0
5866	1.0
5867	1.0
5868	1.0
5869	1.0
5870	1.0
5871	1.0
5872	1.0
5873	1.0
5874	1.0
5875	1.0
5876	1.0
5877	1.0
5878	1.0
5879	1.0
5880	1.0
5881	1.0
5882	1.0
5883	1.0
5884	1.0
5885	1.0
5886	1.0
5887	1.0
5888	1.0
5889	1.0
5890	1.0
5891	1.0
5892	1.0
5893	1.0
5894	1.0
5895	1.0
5896	1.0
5897	1.0
5898	1.0
5899	1.0
5900	1.0
5901	1.0
5902	1.0
5903	1.0
5904	1.0
5905	1.0
5906	1.0
5907	1.0
5908	1.0
5909	1.0
5910	1.0
5911	1.0
5912	1.0
5913	1.0
